espessura,peso,densidade,umidade,linha,fornecedor,lote,qualidade
1.44,509.8,0.98,13.01498414551334,C,importado,novo,reprovado
,502.6,0.97,1.3090619608278575,A,importado,reciclado,aprovado
1.38,508.4,1.03,6.729567908593339,A,importado,novo,reprovado
0.97,486.1,0.94,3.587331382980671,B,local,reciclado,reprovado
0.9,,1.05,8.063331339483069,A,importado,reciclado,reprovado
1.02,498.5,1.18,4.500743691671949,B,importado,,aprovado
1.04,481.4,1.12,10.842393888369356,C,local,reciclado,reprovado
,489.4,1.15,14.053780517307063,C,importado,reciclado,reprovado
1.06,481.0,1.14,10.636349673228551,B,local,reciclado,reprovado
1.09,498.3,1.02,5.329655501637083,B,importado,novo,aprovado
1.3,493.0,1.11,9.001049424869306,B,importado,novo,reprovado
,519.5,1.13,13.327891376971815,A,local,novo,
0.81,514.7,0.96,,C,local,reciclado,reprovado
1.14,513.0,1.16,1.7730714560740606,B,importado,reciclado,reprovado
1.11,500.0,1.04,1.9614598291648788,A,local,reciclado,aprovado
0.84,512.3,0.9,7.422795155150216,B,local,novo,reprovado
0.89,490.7,1.09,10.982043916947642,C,importado,novo,reprovado
1.16,502.4,1.1,9.858866131296098,,importado,reciclado,reprovado
0.96,495.7,1.07,6.808342507270227,C,importado,reciclado,reprovado
1.41,486.9,0.96,10.939470602720448,B,local,reciclado,reprovado
0.92,482.9,1.04,9.509549342115255,C,local,novo,reprovado
0.81,502.3,1.02,9.423461334012714,B,importado,novo,reprovado
1.11,483.9,1.19,3.035645959413073,A,local,novo,reprovado
1.49,508.7,1.15,4.688751495394229,A,importado,reciclado,reprovado
1.24,516.9,1.13,5.166364879338153,A,local,novo,reprovado
1.05,486.5,0.95,,B,importado,reciclado,reprovado
0.81,498.8,1.0,11.626657364480417,C,local,novo,reprovado
,509.6,1.01,3.790091361223565,C,local,novo,aprovado
0.94,491.5,1.05,0.8272841146496973,B,importado,novo,reprovado
1.25,516.8,0.91,11.516757138096832,A,local,novo,reprovado
1.21,515.5,1.08,6.1479926819147765,A,local,reciclado,reprovado
0.99,484.2,1.01,3.2970475348542627,B,importado,reciclado,reprovado
0.85,481.1,1.07,1.7552530585664317,,,reciclado,reprovado
1.33,519.1,0.9,0.1922197588275143,C,importado,novo,reprovado
1.21,518.3,1.0,6.415944522208292,C,local,reciclado,reprovado
1.39,496.9,1.13,5.096457215802382,C,local,novo,reprovado
0.98,,1.05,10.447052260609242,A,local,reciclado,reprovado
1.26,504.8,1.14,14.649981482811123,C,importado,reciclado,reprovado
0.88,491.7,1.11,,B,importado,,reprovado
1.0,517.5,1.16,3.645542105609061,C,importado,reciclado,reprovado
1.26,511.8,0.9,5.059538652965947,A,local,novo,reprovado
1.38,506.0,0.98,6.98906452324958,C,importado,reciclado,reprovado
1.02,491.4,1.06,10.46548043010803,C,local,,reprovado
1.36,508.1,1.18,5.2804728275791,B,local,novo,reprovado
1.27,491.6,1.1,1.5630081445616861,C,local,reciclado,aprovado
1.04,481.5,1.04,10.95512455871611,C,importado,reciclado,reprovado
1.41,500.3,0.94,,B,local,novo,reprovado
1.16,,1.05,3.7147298338187125,B,,novo,aprovado
1.25,510.5,1.03,,B,importado,novo,reprovado
1.15,514.6,1.13,7.917015771986255,B,importado,reciclado,reprovado
1.12,494.2,1.02,3.1247145130701974,A,importado,reciclado,aprovado
1.39,498.0,1.0,5.612451500229429,,importado,reciclado,reprovado
1.01,498.8,0.93,11.660418301932756,C,local,novo,reprovado
0.83,493.0,0.91,3.294105647768832,A,local,novo,reprovado
1.42,509.7,1.03,12.093888916780665,B,importado,novo,reprovado
1.38,500.9,1.0,10.110299817244657,C,local,reciclado,reprovado
1.06,516.6,1.07,3.2958879560685124,B,importado,reciclado,reprovado
0.93,506.0,1.11,7.89606901569125,B,local,novo,reprovado
1.27,488.5,0.91,9.211061437594006,,importado,novo,reprovado
0.86,486.6,1.05,3.0041405672046517,A,importado,novo,reprovado
1.1,494.9,1.16,2.1742400371877535,B,local,reciclado,aprovado
0.86,493.9,1.04,7.96751901639397,C,local,reciclado,reprovado
1.22,496.3,1.06,10.407617492034914,B,local,reciclado,reprovado
0.82,487.3,1.05,6.976032601073224,C,local,reciclado,reprovado
,519.1,1.02,1.050588727978805,B,importado,reciclado,reprovado
1.27,485.8,0.93,,B,,novo,reprovado
1.14,506.1,0.94,10.424481687817659,C,local,novo,reprovado
0.92,480.5,0.95,9.317944286803424,,importado,novo,reprovado
0.87,496.3,,9.65440517896016,A,local,reciclado,reprovado
1.02,492.4,0.98,5.979084013621041,B,importado,reciclado,aprovado
1.13,495.3,1.18,14.766007489591528,C,local,,reprovado
1.25,499.9,1.14,1.990188175777679,A,local,reciclado,aprovado
0.8,504.0,1.11,11.087120662248399,C,importado,novo,reprovado
1.3,503.3,1.12,6.313139404006483,A,importado,reciclado,aprovado
1.3,505.2,0.91,13.216440714121894,C,importado,novo,reprovado
1.11,513.8,1.07,10.758919113255716,B,,reciclado,reprovado
1.04,515.5,,8.433783350395384,C,local,novo,
1.39,509.5,,14.065404515822705,B,local,,reprovado
,,0.99,13.686650414096054,A,local,novo,reprovado
1.49,518.5,0.92,0.7850099392836846,C,local,reciclado,
1.06,517.9,1.07,2.888820701090892,A,importado,novo,reprovado
1.43,508.5,0.93,10.140698773568678,,importado,novo,reprovado
,500.7,1.04,13.827591397591268,B,importado,novo,reprovado
1.09,490.0,1.12,6.45495003802714,C,importado,reciclado,aprovado
1.13,510.3,0.95,0.5745786804061204,B,local,novo,reprovado
1.11,515.1,1.13,9.649458899700559,C,local,novo,reprovado
1.24,506.6,0.92,2.9203049586171534,A,importado,novo,aprovado
0.92,505.2,0.94,8.284825999750257,A,local,reciclado,reprovado
1.41,487.7,0.98,5.770248879368298,C,importado,reciclado,reprovado
1.19,494.3,1.14,8.370405586530467,A,local,reciclado,reprovado
1.43,508.9,1.16,13.986544791950998,A,importado,reciclado,reprovado
0.8,480.7,0.97,7.287008856644579,B,local,reciclado,reprovado
1.24,505.7,0.93,0.5179323565818478,A,local,reciclado,aprovado
1.09,510.7,1.15,8.713769794191657,A,local,novo,reprovado
1.15,493.4,1.09,4.886182952629769,,importado,reciclado,aprovado
1.32,483.0,,11.672023265937078,C,importado,reciclado,reprovado
0.96,512.8,1.07,7.0489270544201315,,importado,reciclado,reprovado
0.94,485.7,1.16,11.120561067474632,B,local,reciclado,reprovado
1.29,494.8,0.92,13.632314930224705,B,local,reciclado,reprovado
1.16,508.3,0.93,,B,local,novo,
0.96,512.7,0.98,14.840668685862052,B,local,reciclado,reprovado
,514.5,1.1,2.2471929890967774,A,local,,reprovado
1.12,501.2,0.95,9.658975228397829,B,local,reciclado,reprovado
1.28,499.0,1.14,0.5215140469686724,,local,novo,aprovado
0.8,,1.13,3.1958499877670388,C,importado,reciclado,reprovado
1.21,502.5,1.07,9.506678871848626,A,,reciclado,reprovado
1.22,,0.93,0.6928760934164502,C,importado,reciclado,aprovado
,497.4,1.2,1.52680627932538,C,importado,reciclado,reprovado
1.42,494.9,1.05,4.36515892372821,A,local,novo,
1.11,499.2,1.04,8.634557039733762,A,local,novo,reprovado
,,1.2,0.23973833086723684,B,importado,novo,aprovado
0.87,493.7,1.16,7.235313863667182,B,local,reciclado,reprovado
,519.7,1.04,9.386156231176571,A,local,reciclado,reprovado
0.85,493.4,1.03,6.0378418324849426,C,local,reciclado,reprovado
,490.3,0.93,1.0145971121836146,A,importado,novo,reprovado
1.36,494.2,1.18,9.163119527946318,B,importado,reciclado,reprovado
1.09,503.6,1.15,9.08753095371701,A,local,novo,reprovado
0.98,516.4,0.99,7.590635325517545,A,importado,reciclado,
0.88,511.5,1.13,10.3971821339331,C,local,reciclado,reprovado
1.4,513.7,1.13,3.117025997299265,A,local,reciclado,reprovado
1.41,514.4,,10.178111135258366,B,importado,novo,reprovado
0.99,516.8,1.08,2.421821094753789,A,importado,reciclado,reprovado
1.24,489.4,,5.890404465521804,C,local,novo,reprovado
0.98,498.3,1.14,1.0134996941789716,A,local,novo,reprovado
0.96,495.4,0.95,12.2869099812031,C,local,reciclado,reprovado
0.81,495.3,1.1,8.073501315224114,A,local,reciclado,reprovado
1.2,506.1,1.0,14.565738035455325,C,importado,novo,reprovado
0.9,496.1,0.91,14.134899016156217,A,importado,novo,reprovado
0.81,504.7,0.94,14.978417043477776,A,importado,reciclado,reprovado
0.87,495.3,1.1,1.5189925542335958,A,importado,,reprovado
1.02,492.4,0.97,9.09870567804993,,local,novo,reprovado
1.27,494.1,1.09,6.113628174512408,A,local,novo,aprovado
0.94,512.2,1.02,7.98996881105436,B,importado,novo,reprovado
1.42,504.0,1.11,4.631510490049774,B,local,reciclado,reprovado
1.0,519.0,1.05,0.7210325708764481,A,importado,reciclado,
1.03,513.3,0.99,10.61625404410492,C,local,reciclado,reprovado
,499.4,0.94,14.487256107497554,C,importado,reciclado,reprovado
0.98,489.7,1.0,,B,importado,novo,reprovado
0.85,507.0,1.09,4.943699256928429,B,local,novo,reprovado
1.01,509.1,,14.074173730979595,B,importado,reciclado,reprovado
1.4,498.6,,5.46999794212284,C,importado,novo,reprovado
1.28,489.2,1.1,13.717937891105741,B,importado,novo,reprovado
1.41,502.3,,12.83536282237606,B,local,novo,reprovado
0.87,490.2,0.97,7.930665086231123,B,local,novo,reprovado
1.12,517.6,1.06,10.15309000002686,A,importado,reciclado,reprovado
0.96,505.2,0.99,10.504761654234159,A,importado,reciclado,reprovado
1.3,491.7,1.1,9.616375575408863,B,importado,reciclado,reprovado
,488.6,1.19,2.41124932457938,C,local,novo,reprovado
1.37,508.7,0.94,10.391643175602306,A,importado,novo,reprovado
0.82,508.3,1.07,0.04827126167525675,B,local,novo,
1.02,,1.18,10.650552275688945,A,importado,reciclado,reprovado
0.82,504.6,0.95,8.32254201937801,C,local,novo,reprovado
0.83,504.2,1.01,3.896406332142577,B,importado,,
0.86,494.4,0.94,12.056465171157726,B,importado,novo,reprovado
0.99,517.5,1.09,6.079184083147814,A,importado,novo,reprovado
1.01,499.2,1.1,7.286657769241986,B,importado,novo,aprovado
1.08,480.8,1.1,0.4151183230070199,A,local,novo,reprovado
1.08,493.9,1.06,6.019795286497891,C,importado,reciclado,aprovado
1.34,485.2,1.12,2.5104418872473966,A,importado,reciclado,reprovado
0.9,494.5,,4.142149677521154,B,local,novo,reprovado
0.91,504.3,1.19,3.78209248030109,C,local,novo,reprovado
1.24,480.9,0.97,0.690311906011406,C,importado,novo,reprovado
1.2,514.8,,6.907418178714268,C,local,novo,reprovado
,504.4,1.18,7.838886196948332,A,,novo,reprovado
1.4,491.8,1.15,8.565939430219752,C,local,,
1.03,492.4,1.13,6.933296557385323,B,importado,novo,aprovado
1.06,498.6,0.93,13.042903410256104,C,local,novo,reprovado
1.09,489.9,1.14,,C,local,novo,reprovado
1.03,480.2,1.08,,A,importado,reciclado,reprovado
1.19,481.1,,12.991975194604246,A,local,,reprovado
1.07,494.3,1.19,0.6156036136854071,B,local,novo,aprovado
0.98,485.0,0.96,7.444604991363591,B,importado,novo,reprovado
1.43,480.9,1.05,8.835407893228473,A,local,novo,reprovado
1.02,514.4,1.13,2.863586243650169,C,importado,novo,reprovado
1.29,491.0,1.03,3.78750163247849,A,importado,novo,aprovado
1.04,500.1,0.92,11.783900063150282,A,local,novo,reprovado
1.1,487.2,0.93,8.510966725642804,A,local,reciclado,reprovado
0.97,481.9,1.08,4.736680458630945,B,importado,reciclado,reprovado
1.33,509.8,0.99,11.471328334159056,B,importado,reciclado,
1.32,,0.94,11.200733613063687,B,local,reciclado,reprovado
0.82,481.0,1.0,5.181026779625836,B,importado,reciclado,reprovado
0.84,503.5,0.96,7.329714456739111,C,local,novo,reprovado
1.45,480.5,0.91,9.967784003063956,B,local,novo,reprovado
1.42,497.5,0.95,5.148738268230239,B,local,novo,reprovado
1.15,491.6,1.16,9.435141165017654,C,local,novo,reprovado
1.15,492.8,0.9,3.766105960976595,C,importado,reciclado,aprovado
1.37,480.2,1.13,4.380312412323884,A,local,reciclado,reprovado
0.9,518.6,1.13,4.6600896506166585,C,importado,reciclado,reprovado
1.26,500.7,1.07,14.040821556232709,C,importado,novo,reprovado
1.13,502.9,0.96,12.505082131614744,B,local,reciclado,reprovado
1.32,506.6,1.16,8.477489633837521,B,local,novo,reprovado
0.82,511.9,1.04,8.458083141173088,B,local,reciclado,reprovado
1.21,504.3,0.95,0.8421978308271355,B,local,reciclado,aprovado
1.19,510.5,1.03,9.742620949057672,C,importado,novo,reprovado
1.39,497.9,0.96,4.921797859923728,B,local,novo,reprovado
,494.9,1.01,9.184490431951195,B,importado,novo,reprovado
1.42,512.9,1.05,12.603506216568544,A,,novo,reprovado
1.42,514.6,1.01,0.6824745878997723,C,local,novo,reprovado
1.09,485.5,1.1,9.105952551163965,C,local,reciclado,reprovado
0.9,501.7,1.18,8.463009218501444,C,importado,,reprovado
1.24,507.3,1.0,3.101498328441503,A,importado,reciclado,aprovado
1.41,483.3,1.01,9.696494234470185,C,importado,novo,reprovado
0.85,517.2,1.12,8.322528509179365,C,importado,novo,reprovado
1.19,500.8,1.06,11.509801860334772,B,importado,reciclado,reprovado
0.88,,,1.6592785222402417,C,,novo,reprovado
0.82,487.1,1.14,6.654110305560309,B,importado,novo,reprovado
1.28,490.6,1.17,14.968994006522593,A,importado,reciclado,reprovado
1.28,484.8,1.08,10.339212723067057,B,importado,novo,reprovado
1.22,,0.96,10.264473339547328,A,local,novo,reprovado
1.4,499.7,,4.768066505285145,A,importado,novo,reprovado
0.86,513.3,1.05,1.4083215633177448,A,local,novo,reprovado
0.87,501.3,1.03,14.242415628540309,B,,novo,reprovado
1.41,489.8,0.98,1.5820710445289072,,local,reciclado,reprovado
1.15,481.8,1.04,14.890594659064972,B,local,novo,reprovado
0.99,504.9,1.03,1.8867145863290347,B,local,,reprovado
1.32,496.8,0.96,2.5636102278889172,B,importado,reciclado,reprovado
1.43,519.4,1.17,4.625504325750481,A,importado,reciclado,reprovado
1.28,511.2,1.17,7.685627902343073,B,local,reciclado,reprovado
1.35,512.3,1.13,11.856024781661487,B,local,novo,reprovado
1.0,480.5,1.02,,A,importado,reciclado,reprovado
1.0,511.1,1.01,5.382373214361487,B,local,reciclado,reprovado
1.4,487.8,1.11,0.3061963983773891,A,local,novo,reprovado
1.23,503.4,1.08,9.25019284493705,A,local,,reprovado
0.96,497.9,1.08,10.661847918731544,A,local,novo,reprovado
1.17,502.9,0.94,5.961663233034998,B,,novo,aprovado
1.28,485.3,1.09,2.75214073464635,B,local,reciclado,reprovado
0.95,498.3,1.17,4.59023392107056,C,local,novo,reprovado
1.26,481.5,0.93,9.836995639798694,C,importado,novo,reprovado
0.83,481.6,1.0,,C,local,reciclado,reprovado
1.01,506.3,1.05,11.15136042978381,A,local,reciclado,reprovado
1.27,518.1,1.11,3.2725536678497136,C,local,novo,reprovado
0.9,511.1,0.93,12.62978427455574,B,importado,reciclado,reprovado
0.96,498.8,,2.338273772950865,A,importado,reciclado,reprovado
1.42,482.2,0.91,4.948731433686661,A,local,novo,reprovado
1.27,481.8,1.16,8.868114447828319,B,local,novo,reprovado
1.15,486.3,0.91,11.052947874787042,C,importado,reciclado,reprovado
0.95,519.0,0.95,3.992722068060339,C,local,reciclado,reprovado
1.04,495.9,1.14,14.221796032227616,B,importado,reciclado,reprovado
1.2,513.7,1.16,10.591669247953876,B,local,reciclado,reprovado
,508.2,1.19,3.2651254763836834,C,local,novo,reprovado
1.14,504.2,0.93,10.886483034428554,B,importado,reciclado,reprovado
1.09,517.9,1.06,10.44500542076837,C,importado,reciclado,reprovado
1.13,489.2,0.92,11.290261077173385,B,importado,novo,reprovado
0.87,498.2,0.95,,,local,,reprovado
0.87,514.6,0.95,10.675757780687988,B,local,novo,reprovado
1.47,502.1,0.92,5.278654393261607,A,local,novo,reprovado
1.49,489.9,1.17,11.85776216620057,A,local,reciclado,reprovado
1.1,488.4,0.94,10.43792636703439,A,local,reciclado,reprovado
1.35,510.1,1.09,8.613887787878667,B,local,novo,reprovado
1.26,480.5,1.09,5.307493399953388,C,,novo,reprovado
0.88,516.6,0.96,13.815737646124191,C,importado,reciclado,reprovado
1.01,480.7,1.2,7.691321141286672,C,local,reciclado,reprovado
1.02,505.2,1.0,9.421550655558525,A,importado,novo,reprovado
1.22,504.2,1.17,6.230446320409118,A,local,reciclado,aprovado
1.21,503.1,,11.712229632221792,C,importado,reciclado,reprovado
1.45,499.0,,5.115592595806585,B,importado,reciclado,reprovado
1.35,514.1,1.13,12.159515872634264,B,local,reciclado,reprovado
1.4,506.4,0.98,1.6191214300737111,C,local,novo,reprovado
1.42,511.3,0.94,10.63442841186883,C,local,novo,reprovado
1.36,484.6,1.07,7.153232238466103,B,local,novo,reprovado
1.03,482.0,1.01,10.48130344382862,C,local,reciclado,reprovado
0.95,481.1,1.15,7.970934645700019,B,importado,novo,reprovado
1.2,485.9,1.12,2.0145949155540293,B,local,reciclado,reprovado
1.28,506.7,0.98,7.15487313825638,A,,reciclado,aprovado
1.07,499.8,0.91,14.468384559970328,A,,novo,reprovado
1.39,510.1,0.97,11.322609018551827,A,local,reciclado,reprovado
1.47,487.7,1.07,4.502839230321706,C,importado,reciclado,reprovado
1.2,494.7,0.92,14.161712218602682,B,importado,novo,reprovado
1.12,,1.1,11.684194157836615,C,local,novo,
1.39,517.4,1.1,5.466706816172381,C,importado,novo,reprovado
0.82,516.9,0.95,9.053609486642776,C,local,novo,reprovado
0.89,512.7,1.08,6.400284060545843,B,importado,novo,reprovado
1.39,507.5,1.08,1.4503559083794548,A,importado,reciclado,reprovado
1.31,516.5,1.04,12.090441095427359,B,importado,novo,reprovado
1.09,508.6,1.19,2.8661718769128246,B,local,reciclado,aprovado
1.42,518.2,0.93,6.870574442385675,C,local,novo,reprovado
1.05,,1.02,10.539571813328672,C,local,,reprovado
1.24,,1.16,13.983205332402996,A,importado,reciclado,reprovado
1.24,502.2,1.02,0.9408913567059402,B,importado,novo,aprovado
0.93,484.5,1.03,5.898503351760564,A,importado,reciclado,reprovado
1.0,488.6,1.1,9.21971587329533,C,local,novo,reprovado
1.44,514.1,1.1,11.68963958177918,C,importado,reciclado,reprovado
0.93,500.2,0.91,13.813967641507519,A,local,reciclado,reprovado
0.92,519.3,1.04,0.007459725796846728,A,importado,reciclado,reprovado
1.14,484.7,1.0,,B,importado,novo,reprovado
0.86,496.5,1.09,0.10405387791994902,A,importado,novo,reprovado
1.43,493.3,1.07,11.808829313111952,A,importado,reciclado,reprovado
0.87,500.6,1.1,,B,importado,novo,
1.23,505.3,1.1,13.419309590167888,C,local,reciclado,reprovado
,506.5,0.98,2.326863536190581,B,importado,novo,aprovado
1.36,480.1,0.97,11.4649347286887,C,importado,reciclado,reprovado
1.21,483.6,,4.339558917209275,C,importado,novo,reprovado
1.07,481.4,0.97,8.35880822745381,,importado,novo,reprovado
1.49,514.6,1.1,9.126513526569484,A,importado,novo,reprovado
0.85,492.5,,3.1014097297070506,A,local,reciclado,reprovado
,494.7,0.96,4.480453252890821,A,local,reciclado,aprovado
1.49,498.0,1.17,1.6126167365578725,A,local,reciclado,reprovado
1.28,514.0,1.04,0.07933508065623152,C,importado,novo,reprovado
1.32,480.6,0.94,3.592020577740947,B,local,reciclado,reprovado
0.82,484.7,0.96,7.740035337585557,A,importado,novo,reprovado
0.81,507.4,1.06,10.703958891374722,,importado,novo,reprovado
0.83,518.6,1.0,11.903394376378976,A,importado,,reprovado
1.49,505.7,1.16,1.0464894110496314,B,local,novo,reprovado
1.49,490.4,1.05,4.086193298233371,C,importado,reciclado,reprovado
1.03,,1.17,11.553359681124967,B,local,novo,reprovado
1.0,519.0,0.93,7.213033123768635,,local,novo,reprovado
,501.1,1.1,2.7328048098982753,C,importado,reciclado,reprovado
1.03,494.9,1.17,5.8832101184473675,B,importado,reciclado,
1.06,495.3,0.99,4.050512863499339,A,importado,reciclado,
1.32,518.7,0.94,0.7598025788133128,A,importado,reciclado,reprovado
1.41,508.8,1.04,11.454407183971027,C,local,novo,reprovado
1.32,507.5,1.19,4.37540491380238,A,local,novo,reprovado
1.25,489.3,1.09,14.176969918995892,,importado,reciclado,reprovado
1.34,502.4,1.09,13.321875606690279,A,local,novo,
,494.3,1.1,10.744162203505619,B,importado,reciclado,reprovado
1.13,489.6,0.91,4.899515808394633,B,local,reciclado,reprovado
1.04,515.8,1.03,4.1988532902157525,B,local,reciclado,reprovado
1.0,495.3,0.92,7.129072202376021,B,,reciclado,aprovado
1.28,491.3,0.99,5.319037504914613,C,local,reciclado,
,517.3,1.15,13.517374860381898,,local,reciclado,reprovado
1.21,487.9,,1.8524270892185184,C,importado,reciclado,reprovado
1.44,,1.2,10.867013634225637,C,local,novo,reprovado
0.81,,0.95,9.163451914887867,C,importado,,reprovado
1.36,516.8,1.02,12.094517870045516,A,,novo,reprovado
1.4,,1.14,,B,local,reciclado,reprovado
1.24,508.2,0.96,9.443110164232152,A,importado,reciclado,reprovado
1.45,492.6,0.95,14.441109479497133,,importado,novo,reprovado
1.21,499.8,1.03,1.3794232904874244,C,local,novo,aprovado
0.97,517.8,1.02,1.57298488225595,A,,reciclado,reprovado
0.95,480.9,,5.904115270918463,A,importado,novo,reprovado
1.19,511.8,1.04,7.090991901014893,C,local,novo,reprovado
1.43,490.1,1.16,2.9980806309399393,C,importado,novo,reprovado
0.85,487.4,1.17,1.2400169547430329,C,local,reciclado,reprovado
1.22,489.3,0.95,0.33264384846239503,A,local,novo,reprovado
1.34,482.4,1.11,11.468883756687578,C,importado,novo,reprovado
0.88,519.7,0.98,,A,importado,reciclado,reprovado
0.88,514.8,0.93,12.651051447497537,B,,reciclado,reprovado
1.06,500.8,1.16,5.4125585255785635,C,importado,reciclado,aprovado
0.99,508.6,0.99,10.551691950419624,A,local,,reprovado
0.94,502.3,1.0,7.327807835447407,C,local,reciclado,reprovado
,512.5,1.0,9.181049979197855,C,,reciclado,reprovado
,513.8,,5.5529526168167305,A,local,reciclado,reprovado
1.23,489.3,1.03,1.2175465567101114,A,local,novo,reprovado
1.28,498.4,1.03,14.210603733172132,A,local,novo,reprovado
1.29,505.4,1.02,12.541347793779213,C,local,novo,reprovado
1.17,519.1,1.17,4.678376597324609,B,local,novo,reprovado
1.47,507.3,1.0,14.38054403315916,B,local,reciclado,reprovado
1.42,515.9,0.91,4.50733097122674,C,importado,novo,reprovado
1.47,513.8,0.95,6.644850303253055,C,importado,reciclado,reprovado
1.07,503.3,1.12,11.327034910333158,A,importado,reciclado,reprovado
1.41,515.7,1.08,4.635063724985706,B,local,novo,reprovado
1.33,495.1,1.19,4.867619679535963,B,,novo,reprovado
1.04,495.2,1.11,6.151232381590004,B,importado,reciclado,aprovado
0.87,511.2,0.96,7.02584039403996,A,local,novo,reprovado
1.28,485.4,0.94,1.8542436272014151,B,local,reciclado,reprovado
0.9,492.2,,0.26237487029089346,,importado,reciclado,reprovado
1.01,504.3,,13.787357892825812,C,local,reciclado,reprovado
1.15,496.8,0.95,5.297829480344896,A,importado,reciclado,aprovado
1.28,,1.08,1.5253290232730605,C,local,reciclado,
1.45,518.3,1.16,11.387571032100658,B,importado,reciclado,reprovado
1.22,500.1,1.12,4.425910064968362,C,importado,novo,aprovado
1.27,501.6,1.1,,C,local,novo,aprovado
1.02,509.0,1.14,14.439165492909995,C,local,,reprovado
1.28,498.3,0.93,13.808143371811644,A,,novo,reprovado
1.11,487.6,0.96,1.5861878690548532,A,local,reciclado,reprovado
1.4,509.9,0.91,13.48927814732332,A,importado,reciclado,
1.07,509.5,0.94,13.363012890049127,C,importado,reciclado,reprovado
1.13,489.8,1.17,9.515618293777143,C,local,novo,reprovado
1.1,513.3,0.97,7.946070013352721,C,importado,novo,reprovado
1.37,504.5,1.1,3.261577767019626,B,importado,novo,reprovado
1.47,,,1.820764131088034,A,local,novo,reprovado
,506.1,1.09,9.095535764400468,B,local,reciclado,reprovado
1.13,489.3,1.07,12.32935885084339,B,,reciclado,reprovado
1.29,490.6,1.05,10.329657818138315,B,importado,reciclado,reprovado
1.43,513.9,1.03,2.712006355010339,C,local,novo,reprovado
1.15,517.2,1.18,4.3502796037756495,A,importado,novo,reprovado
0.88,490.3,0.9,8.19626380784279,B,local,novo,reprovado
,517.1,0.92,9.374887763151934,A,importado,novo,reprovado
1.19,489.6,1.05,1.0837891876103338,A,importado,reciclado,reprovado
1.09,484.7,1.0,9.210774573670186,C,local,reciclado,reprovado
0.93,482.3,1.02,11.044790922954341,B,,novo,reprovado
0.83,489.7,1.2,2.7203677291173882,C,importado,novo,
1.28,495.4,1.13,3.6932807257959372,A,local,novo,aprovado
1.49,517.1,1.16,3.8834488526807136,B,importado,reciclado,reprovado
1.44,489.7,1.01,14.09715378863782,A,importado,novo,reprovado
1.28,494.6,0.97,6.105241811819841,A,local,novo,aprovado
1.39,509.4,1.13,7.958571845768493,C,importado,novo,reprovado
0.98,492.1,1.14,10.864715245755361,B,local,,reprovado
1.24,507.4,1.06,5.571903950804541,C,importado,novo,aprovado
,497.3,1.17,1.5833332041653247,C,importado,reciclado,reprovado
1.3,487.9,1.19,9.814828060780808,A,importado,reciclado,reprovado
1.48,509.4,1.04,10.009097498605884,B,local,novo,reprovado
1.4,481.1,0.97,3.908217225018211,B,importado,novo,reprovado
1.17,491.7,1.06,0.528433647760827,B,importado,,aprovado
1.35,494.2,1.2,9.980297313680646,C,importado,novo,reprovado
1.46,498.3,0.99,10.551383286723333,C,importado,novo,reprovado
0.95,,,0.39097338859147013,C,importado,reciclado,reprovado
1.36,498.4,1.11,10.397749026843266,A,importado,novo,reprovado
0.99,503.8,0.96,14.083928535991086,C,local,novo,reprovado
1.41,503.8,1.08,2.6817792452115716,B,local,novo,reprovado
0.87,494.9,0.99,7.819856319029187,A,importado,novo,reprovado
0.92,,1.16,10.451646820625518,B,local,,reprovado
1.3,518.2,1.11,3.451191031745517,C,local,reciclado,reprovado
0.92,503.3,1.15,11.273233374938206,B,importado,novo,reprovado
0.91,482.9,0.96,13.02132644457128,A,importado,novo,reprovado
1.19,499.6,0.91,12.218264411547489,C,importado,novo,reprovado
1.38,487.4,1.16,3.8834837339152712,A,local,novo,reprovado
0.99,499.3,1.02,12.063246612526312,C,,,reprovado
1.39,487.5,0.95,6.200148666035755,A,local,novo,reprovado
1.37,508.2,0.93,3.9969513723336876,A,importado,novo,reprovado
1.21,483.2,1.05,2.5195720076239025,B,importado,reciclado,reprovado
1.25,518.1,0.95,13.634721637600306,C,importado,,reprovado
0.83,487.8,1.07,6.403463122749416,,importado,novo,reprovado
1.06,,1.12,12.9859678032421,C,importado,reciclado,reprovado
0.98,516.7,1.06,2.3931748339468943,A,importado,novo,reprovado
,489.9,1.17,11.504901992296782,B,importado,novo,reprovado
1.07,517.4,0.95,1.6502002168483454,B,local,novo,reprovado
1.05,495.5,1.05,0.2634741911991412,C,importado,novo,aprovado
1.31,518.4,0.95,,C,local,novo,reprovado
1.22,518.9,1.16,,A,importado,novo,reprovado
1.44,487.5,1.18,6.923106780942518,A,local,,reprovado
0.9,513.2,1.02,13.175780743951965,A,local,novo,reprovado
0.84,487.7,0.99,12.290693220986352,B,,novo,reprovado
1.17,489.1,,7.067635694334122,A,local,novo,reprovado
0.8,483.4,1.16,9.162727600101734,A,importado,reciclado,reprovado
1.35,486.3,1.1,9.445592274942289,A,importado,novo,reprovado
,505.3,1.16,,C,local,reciclado,aprovado
1.14,498.0,0.94,4.2735614150946954,A,,novo,
1.05,511.6,1.04,4.514747417716449,C,local,,reprovado
1.06,493.3,1.1,5.671922258020028,B,,novo,aprovado
1.1,518.7,,4.1087630271895925,B,local,novo,reprovado
0.81,482.0,1.01,3.772476921919839,C,importado,novo,reprovado
0.86,482.5,0.99,5.321782690776986,C,local,reciclado,reprovado
